2008-04-29,4
2008-05-06,4
2008-05-13,4
2008-05-20,4
2008-05-27,4
2008-06-03,4
2008-06-10,4
2008-06-17,4
2008-06-24,5
2008-07-01,6
2008-07-08,8
2008-07-15,18
2008-07-22,22
2008-07-29,27
2008-08-05,30
2008-08-12,40
2008-08-19,42
2008-08-26,45
2008-09-02,52
2008-09-09,57
2008-09-16,61
2008-09-23,61
2008-09-30,61
2008-10-07,61
2008-10-14,61
2008-10-21,61
2008-10-28,61
2008-11-04,61
2008-11-11,64
2008-11-18,62
2008-11-25,62
2008-12-02,47
2008-12-09,52
2008-12-16,45
2008-12-23,42
2009-01-01,39
2009-01-08,31
2009-01-15,24
2009-01-22,22
2009-01-29,23
2009-02-05,13
2009-02-12,8
2009-02-19,7
2009-02-26,7
2009-03-05,7
2009-03-12,6
2009-03-19,4
2009-03-26,4
2009-04-02,4
2009-04-09,4
2009-04-16,4
2009-04-23,4
2009-04-30,4
2009-05-07,4
2009-05-14,4
2009-05-21,4
2009-05-28,4
2009-06-04,5
2009-06-11,6
2009-06-18,6
2009-06-25,7
2009-07-02,7
2009-07-09,8
2009-07-16,26
2009-07-23,30
2009-07-30,32
2009-08-06,34
2009-08-13,36
2009-08-20,45
2009-08-27,55
2009-09-03,59
2009-09-10,61
2009-09-17,64
2009-09-24,64
2009-10-01,66
2009-10-08,69
2009-10-15,69
2009-10-22,69
2009-10-29,69
2009-11-05,69
2009-11-12,69
2009-11-19,69
2009-11-26,69
2009-12-03,69
2009-12-10,69
2009-12-17,69
2009-12-24,69
2010-01-01,69
2010-01-08,66
2010-01-15,64
2010-01-22,62
2010-01-29,61
2010-02-05,56
2010-02-12,53
2010-02-19,47
2010-02-26,40
2010-03-05,36
2010-03-12,32
2010-03-19,32
2010-03-26,32
2010-04-02,32
2010-04-09,32
2010-04-16,35
2010-04-23,39
2010-04-30,32
2010-05-07,35
2010-05-14,39
2010-05-21,41
2010-05-28,40
2010-06-04,44
2010-06-11,46
2010-06-18,49
2010-06-25,55
2010-07-02,56
2010-07-09,59
2010-07-16,55
2010-07-23,48
2010-07-30,58
2010-08-06,61
2010-08-13,61
2010-08-20,61
2010-08-27,61
2010-09-03,62
2010-09-10,62
2010-09-17,62
2010-09-24,62
2010-10-01,62
2010-10-08,62
2010-10-15,63
2010-10-22,62
2010-10-29,62
2010-11-05,62
2010-11-12,62
2010-11-19,62
2010-11-26,62
2010-12-03,62
2010-12-10,47
2010-12-17,46
2010-12-24,43
2011-01-01,42
2011-01-08,39
2011-01-15,31
2011-01-22,28
2011-01-29,24
2011-02-05,20
2011-02-12,13
2011-02-19,12
2011-02-26,12
2011-03-05,11
2011-03-12,11
2011-03-19,11
2011-03-26,11
2011-04-02,11
2011-04-09,11
2011-04-16,11
2011-04-23,11
2011-04-30,9
2011-05-07,10
2011-05-14,8
2011-05-21,11
2011-05-28,11
2011-06-04,11
2011-06-11,11
2011-06-18,11
2011-06-25,11
2011-07-02,12
2011-07-09,12
2011-07-16,13
2011-07-23,16
2011-07-30,19
2011-08-06,27
2011-08-13,31
2011-08-20,29
2011-08-27,29
2011-09-03,36
2011-09-10,36
2011-09-17,38
2011-09-24,40
2011-10-01,43
2011-10-08,43
2011-10-15,44
2011-10-22,44
2011-10-29,44
2011-11-05,43
2011-11-12,43
2011-11-19,43
2011-11-26,43
2011-12-03,42
2011-12-10,42
2011-12-17,33
2011-12-24,33
2012-01-01,31
2012-01-08,30
2012-01-15,27
2012-01-22,24
2012-01-29,22
2012-02-05,19
2012-02-12,13
2012-02-19,9
2012-02-26,8
2012-03-04,8
2012-03-11,5
2012-03-18,5
2012-03-25,5
2012-04-01,5
2012-04-08,5
2012-04-15,5
2012-04-22,5
2012-04-29,5
2012-05-06,5
2012-05-13,5
2012-05-20,7
2012-05-27,8
2012-06-03,7
2012-06-10,10
2012-06-17,13
2012-06-24,20
2012-07-01,37
2012-07-08,40
2012-07-15,50
2012-07-22,52
2012-07-29,61
2012-08-05,62
2012-08-12,64
2012-08-19,65
2012-08-26,68
2012-09-02,69
2012-09-09,69
2012-09-16,69
2012-09-23,69
2012-09-30,69
2012-10-07,69
2012-10-14,69
2012-10-21,69
2012-10-28,69
2012-11-04,69
2012-11-11,69
2012-11-18,69
2012-11-25,69
2012-12-02,69
2012-12-09,69
2012-12-16,69
2012-12-23,69
2013-01-01,69
2013-01-08,67
2013-01-15,63
2013-01-22,59
2013-01-29,57
2013-02-05,50
2013-02-12,47
2013-02-19,40
2013-02-26,34
2013-03-05,32
2013-03-12,32
2013-03-19,31
2013-03-26,30
2013-04-02,10
2013-04-09,8
2013-04-16,8
2013-04-23,8
