2008-04-29,9
2008-05-06,9
2008-05-13,9
2008-05-20,9
2008-05-27,10
2008-06-03,11
2008-06-10,11
2008-06-17,13
2008-06-24,13
2008-07-01,15
2008-07-08,16
2008-07-15,18
2008-07-22,19
2008-07-29,21
2008-08-05,23
2008-08-12,27
2008-08-19,28
2008-08-26,31
2008-09-02,34
2008-09-09,36
2008-09-16,39
2008-09-23,40
2008-09-30,41
2008-10-07,42
2008-10-14,42
2008-10-21,41
2008-10-28,41
2008-11-04,41
2008-11-11,42
2008-11-18,42
2008-11-25,42
2008-12-02,39
2008-12-09,37
2008-12-16,34
2008-12-23,32
2009-01-01,29
2009-01-08,27
2009-01-15,24
2009-01-22,22
2009-01-29,22
2009-02-05,20
2009-02-12,20
2009-02-19,18
2009-02-26,17
2009-03-05,16
2009-03-12,15
2009-03-19,15
2009-03-26,14
2009-04-02,12
2009-04-09,12
2009-04-16,11
2009-04-23,11
2009-04-30,11
2009-05-07,12
2009-05-14,12
2009-05-21,13
2009-05-28,14
2009-06-04,14
2009-06-11,14
2009-06-18,15
2009-06-25,15
2009-07-02,16
2009-07-09,18
2009-07-16,20
2009-07-23,21
2009-07-30,23
2009-08-06,26
2009-08-13,28
2009-08-20,32
2009-08-27,36
2009-09-03,39
2009-09-10,43
2009-09-17,46
2009-09-24,49
2009-10-01,53
2009-10-08,59
2009-10-15,64
2009-10-22,70
2009-10-29,74
2009-11-05,76
2009-11-12,76
2009-11-19,75
2009-11-26,73
2009-12-03,71
2009-12-10,70
2009-12-17,68
2009-12-24,66
2010-01-01,63
2010-01-08,62
2010-01-15,57
2010-01-22,55
2010-01-29,51
2010-02-05,46
2010-02-12,44
2010-02-19,39
2010-02-26,36
2010-03-05,34
2010-03-12,32
2010-03-19,30
2010-03-26,29
2010-04-02,29
2010-04-09,28
2010-04-16,28
2010-04-23,28
2010-04-30,26
2010-05-07,27
2010-05-14,27
2010-05-21,29
2010-05-28,29
2010-06-04,31
2010-06-11,33
2010-06-18,35
2010-06-25,37
2010-07-02,39
2010-07-09,41
2010-07-16,41
2010-07-23,42
2010-07-30,44
2010-08-06,44
2010-08-13,44
2010-08-20,46
2010-08-27,48
2010-09-03,51
2010-09-10,54
2010-09-17,57
2010-09-24,60
2010-10-01,60
2010-10-08,60
2010-10-15,60
2010-10-22,58
2010-10-29,56
2010-11-05,54
2010-11-12,53
2010-11-19,52
2010-11-26,49
2010-12-03,46
2010-12-10,41
2010-12-17,38
2010-12-24,34
2011-01-01,32
2011-01-08,29
2011-01-15,27
2011-01-22,25
2011-01-29,22
2011-02-05,21
2011-02-12,19
2011-02-19,18
2011-02-26,17
2011-03-05,16
2011-03-12,15
2011-03-19,13
2011-03-26,12
2011-04-02,11
2011-04-09,11
2011-04-16,10
2011-04-23,11
2011-04-30,12
2011-05-07,12
2011-05-14,12
2011-05-21,12
2011-05-28,12
2011-06-04,12
2011-06-11,12
2011-06-18,13
2011-06-25,13
2011-07-02,13
2011-07-09,14
2011-07-16,15
2011-07-23,16
2011-07-30,17
2011-08-06,19
2011-08-13,21
2011-08-20,22
2011-08-27,24
2011-09-03,24
2011-09-10,25
2011-09-17,27
2011-09-24,28
2011-10-01,30
2011-10-08,31
2011-10-15,33
2011-10-22,33
2011-10-29,35
2011-11-05,35
2011-11-12,36
2011-11-19,35
2011-11-26,34
2011-12-03,33
2011-12-10,33
2011-12-17,31
2011-12-24,29
2012-01-01,27
2012-01-08,26
2012-01-15,25
2012-01-22,24
2012-01-29,22
2012-02-05,20
2012-02-12,19
2012-02-19,17
2012-02-26,16
2012-03-04,15
2012-03-11,14
2012-03-18,14
2012-03-25,14
2012-04-01,13
2012-04-08,13
2012-04-15,13
2012-04-22,12
2012-04-29,12
2012-05-06,13
2012-05-13,13
2012-05-20,15
2012-05-27,15
2012-06-03,16
2012-06-10,18
2012-06-17,20
2012-06-24,23
2012-07-01,26
2012-07-08,31
2012-07-15,35
2012-07-22,39
2012-07-29,42
2012-08-05,46
2012-08-12,49
2012-08-19,52
2012-08-26,56
2012-09-02,59
2012-09-09,63
2012-09-16,65
2012-09-23,70
2012-09-30,76
2012-10-07,78
2012-10-14,80
2012-10-21,81
2012-10-28,82
2012-11-04,84
2012-11-11,82
2012-11-18,80
2012-11-25,79
2012-12-02,78
2012-12-09,75
2012-12-16,73
2012-12-23,69
2013-01-01,65
2013-01-08,60
2013-01-15,55
2013-01-22,51
2013-01-29,47
2013-02-05,43
2013-02-12,40
2013-02-19,35
2013-02-26,33
2013-03-05,30
2013-03-12,28
2013-03-19,26
2013-03-26,24
2013-04-02,22
2013-04-09,22
2013-04-16,21
2013-04-23,20
