2010-07-02,5
2010-07-09,7
2010-07-16,10
2010-07-23,12
2010-07-30,12
2010-08-06,12
2010-08-13,12
2010-08-20,14
2010-08-27,14
2010-09-03,10
2010-09-10,11
2010-09-17,8
2010-09-24,7
2010-10-01,7
2010-10-08,9
2010-10-15,9
2010-10-22,9
2010-10-29,10
2010-11-05,11
2010-11-12,11
2010-11-19,15
2010-11-26,15
2010-12-03,15
2010-12-10,15
2010-12-17,12
2010-12-24,7
2011-01-01,7
2011-01-08,7
2011-01-15,7
2011-01-22,7
2011-01-29,7
2011-02-05,9
2011-02-12,10
2011-02-19,9
2011-02-26,11
2011-03-05,10
2011-03-12,10
2011-03-19,14
2011-03-26,15
2011-04-02,15
2011-04-09,12
2011-04-16,11
2011-04-23,11
2011-04-30,11
2011-05-07,11
2011-05-14,7
2011-05-21,8
2011-05-28,11
2011-06-04,11
2011-06-11,12
2011-06-18,13
2011-06-25,13
2011-07-02,12
2011-07-09,12
2011-07-16,11
2011-07-23,9
2011-07-30,8
2011-08-06,7
2011-08-13,9
2011-08-20,9
2011-08-27,11
2011-09-03,12
2011-09-10,12
2011-09-17,7
2011-09-24,7
2011-10-01,7
2011-10-08,6
2011-10-15,6
2011-10-22,5
2011-10-29,5
2011-11-05,6
2011-11-12,6
2011-11-19,6
2011-11-26,7
2011-12-03,10
2011-12-10,9
2011-12-17,9
2011-12-24,6
2012-01-01,5
2012-01-08,5
2012-01-15,5
2012-01-22,5
2012-01-29,4
2012-02-05,4
2012-02-12,3
2012-02-19,7
2012-02-26,7
2012-03-04,7
2012-03-11,8
2012-03-18,7
2012-03-25,8
2012-04-01,9
2012-04-08,8
2012-04-15,8
2012-04-22,8
2012-04-29,7
2012-05-06,8
2012-05-13,8
2012-05-20,8
2012-05-27,8
2012-06-03,8
2012-06-10,7
2012-06-17,8
2012-06-24,9
2012-07-01,11
2012-07-08,14
2012-07-15,13
2012-07-22,15
2012-07-29,14
2012-08-05,14
2012-08-12,14
2012-08-19,14
2012-08-26,13
2012-09-02,12
2012-09-09,8
2012-09-16,9
2012-09-23,11
2012-09-30,11
2012-10-07,11
2012-10-14,11
2012-10-21,11
2012-10-28,10
2012-11-04,11
2012-11-11,11
2012-11-18,11
2012-11-25,10
2012-12-02,8
2012-12-09,9
2012-12-16,11
2012-12-23,14
2013-01-01,14
2013-01-08,12
2013-01-15,14
2013-01-22,13
2013-01-29,9
2013-02-05,8
2013-02-12,6
2013-02-19,6
2013-02-26,7
2013-03-05,7
2013-03-12,7
2013-03-19,7
2013-03-26,6
2013-04-02,5
2013-04-09,5
2013-04-16,6
2013-04-23,10
2013-04-30,11
2013-05-07,10
2013-05-14,11
2013-05-21,11
2013-05-28,11
2013-06-04,11
2013-06-11,12
2013-06-18,7
2013-06-25,11
