2008-04-29,3
2008-05-06,3
2008-05-13,3
2008-05-20,3
2008-05-27,3
2008-06-03,3
2008-06-10,3
2008-06-17,3
2008-06-24,4
2008-07-01,4
2008-07-08,7
2008-07-15,11
2008-07-22,15
2008-07-29,22
2008-08-05,22
2008-08-12,29
2008-08-19,35
2008-08-26,35
2008-09-02,52
2008-09-09,50
2008-09-16,52
2008-09-23,53
2008-09-30,53
2008-10-07,52
2008-10-14,52
2008-10-21,52
2008-10-28,52
2008-11-04,52
2008-11-11,50
2008-11-18,43
2008-11-25,43
2008-12-02,35
2008-12-09,43
2008-12-16,34
2008-12-23,30
2009-01-01,29
2009-01-08,21
2009-01-15,22
2009-01-22,21
2009-01-29,21
2009-02-05,23
2009-02-12,22
2009-02-19,22
2009-02-26,21
2009-03-05,17
2009-03-12,18
2009-03-19,22
2009-03-26,21
2009-04-02,5
2009-04-09,5
2009-04-16,5
2009-04-23,5
2009-04-30,5
2009-05-07,5
2009-05-14,21
2009-05-21,22
2009-05-28,22
2009-06-04,6
2009-06-11,12
2009-06-18,11
2009-06-25,11
2009-07-02,11
2009-07-09,11
2009-07-16,21
2009-07-23,21
2009-07-30,21
2009-08-06,22
2009-08-13,35
2009-08-20,43
2009-08-27,50
2009-09-03,53
2009-09-10,45
2009-09-17,62
2009-09-24,52
2009-10-01,62
2009-10-08,52
2009-10-15,53
2009-10-22,52
2009-10-29,52
2009-11-05,52
2009-11-12,52
2009-11-19,52
2009-11-26,52
2009-12-03,52
2009-12-10,52
2009-12-17,52
2009-12-24,52
2010-01-01,52
2010-01-08,65
2010-01-15,62
2010-01-22,62
2010-01-29,53
2010-02-05,52
2010-02-12,52
2010-02-19,50
2010-02-26,43
2010-03-05,50
2010-03-12,35
2010-03-19,35
2010-03-26,37
2010-04-02,43
2010-04-09,43
2010-04-16,43
2010-04-23,35
2010-04-30,37
2010-05-07,37
2010-05-14,35
2010-05-21,35
2010-05-28,35
2010-06-04,42
2010-06-11,52
2010-06-18,50
2010-06-25,52
2010-07-02,52
2010-07-09,52
2010-07-16,52
2010-07-23,43
2010-07-30,50
2010-08-06,52
2010-08-13,52
2010-08-20,62
2010-08-27,62
2010-09-03,62
2010-09-10,62
2010-09-17,62
2010-09-24,65
2010-10-01,62
2010-10-08,62
2010-10-15,65
2010-10-22,62
2010-10-29,62
2010-11-05,62
2010-11-12,62
2010-11-19,62
2010-11-26,62
2010-12-03,52
2010-12-10,35
2010-12-17,35
2010-12-24,35
2011-01-01,35
2011-01-08,29
2011-01-15,30
2011-01-22,30
2011-01-29,26
2011-02-05,21
2011-02-12,20
2011-02-19,18
2011-02-26,18
2011-03-05,17
2011-03-12,18
2011-03-19,12
2011-03-26,12
2011-04-02,12
2011-04-09,12
2011-04-16,12
2011-04-23,8
2011-04-30,8
2011-05-07,8
2011-05-14,8
2011-05-21,12
2011-05-28,12
2011-06-04,12
2011-06-11,12
2011-06-18,15
2011-06-25,15
2011-07-02,16
2011-07-09,16
2011-07-16,18
2011-07-23,20
2011-07-30,23
2011-08-06,29
2011-08-13,30
2011-08-20,30
2011-08-27,30
2011-09-03,35
2011-09-10,35
2011-09-17,35
2011-09-24,35
2011-10-01,45
2011-10-08,50
2011-10-15,50
2011-10-22,35
2011-10-29,35
2011-11-05,35
2011-11-12,35
2011-11-19,35
2011-11-26,35
2011-12-03,35
2011-12-10,35
2011-12-17,29
2011-12-24,29
2012-01-01,29
2012-01-08,29
2012-01-15,29
2012-01-22,22
2012-01-29,23
2012-02-05,21
2012-02-12,16
2012-02-19,15
2012-02-26,14
2012-03-04,14
2012-03-11,12
2012-03-18,12
2012-03-25,12
2012-04-01,12
2012-04-08,12
2012-04-15,12
2012-04-22,12
2012-04-29,12
2012-05-06,12
2012-05-13,12
2012-05-20,11
2012-05-27,12
2012-06-03,11
2012-06-10,15
2012-06-17,21
2012-06-24,14
2012-07-01,20
2012-07-08,29
2012-07-15,62
2012-07-22,70
2012-07-29,70
2012-08-05,62
2012-08-12,69
2012-08-19,70
2012-08-26,69
2012-09-02,70
2012-09-09,65
2012-09-16,65
2012-09-23,65
2012-09-30,70
2012-10-07,70
2012-10-14,70
2012-10-21,70
2012-10-28,70
2012-11-04,69
2012-11-11,69
2012-11-18,52
2012-11-25,52
2012-12-02,52
2012-12-09,52
2012-12-16,52
2012-12-23,52
2013-01-01,52
2013-01-08,52
2013-01-15,62
2013-01-22,52
2013-01-29,52
2013-02-05,52
2013-02-12,50
2013-02-19,45
2013-02-26,50
2013-03-05,43
2013-03-12,42
2013-03-19,42
2013-03-26,30
2013-04-02,23
2013-04-09,22
2013-04-16,22
2013-04-23,22
